-5.392000000000000000e+03 2.200000000000000000e+01 2.479166666666666519e+00 -1.510416666666666574e-01
-5.388000000000000000e+03 3.100000000000000000e+01 2.333333333333333481e+00 8.333333333333332871e-02
-5.384000000000000000e+03 4.100000000000000000e+01 2.541666666666666519e+00 0.000000000000000000e+00
-5.380000000000000000e+03 5.100000000000000000e+01 2.354166666666666519e+00 -7.812500000000000000e-02
-5.376000000000000000e+03 6.000000000000000000e+01 2.312500000000000000e+00 6.770833333333332871e-02
-5.372000000000000000e+03 7.000000000000000000e+01 2.812500000000000000e+00 1.510416666666666574e-01
-5.368000000000000000e+03 8.200000000000000000e+01 2.833333333333333481e+00 -1.458333333333333426e-01
-5.364000000000000000e+03 9.200000000000000000e+01 2.208333333333333481e+00 -1.354166666666666574e-01
-5.360000000000000000e+03 1.000000000000000000e+02 1.895833333333333259e+00 -5.208333333333333044e-03
-5.356000000000000000e+03 1.080000000000000000e+02 2.416666666666666519e+00 2.291666666666666574e-01
-5.352000000000000000e+03 1.190000000000000000e+02 2.562500000000000000e+00 -1.614583333333333426e-01
-5.348000000000000000e+03 1.280000000000000000e+02 2.166666666666666519e+00 0.000000000000000000e+00
-5.344000000000000000e+03 1.370000000000000000e+02 2.562500000000000000e+00 1.614583333333333426e-01
-5.340000000000000000e+03 1.480000000000000000e+02 2.395833333333333481e+00 -2.343750000000000000e-01
-5.336000000000000000e+03 1.560000000000000000e+02 2.020833333333333481e+00 7.812500000000000000e-02
-5.332000000000000000e+03 1.650000000000000000e+02 2.562500000000000000e+00 1.510416666666666574e-01
-5.328000000000000000e+03 1.760000000000000000e+02 2.541666666666666519e+00 -1.562500000000000000e-01
-5.324000000000000000e+03 1.850000000000000000e+02 2.187500000000000000e+00 5.208333333333333044e-03
-5.320000000000000000e+03 1.940000000000000000e+02 2.416666666666666519e+00 8.333333333333332871e-02
-5.316000000000000000e+03 2.040000000000000000e+02 2.270833333333333481e+00 -1.510416666666666574e-01
-5.312000000000000000e+03 2.120000000000000000e+02 1.937500000000000000e+00 5.208333333333333044e-03
-5.308000000000000000e+03 2.200000000000000000e+02 2.145833333333333481e+00 7.812500000000000000e-02
-5.304000000000000000e+03 2.290000000000000000e+02 2.145833333333333481e+00 -7.812500000000000000e-02
-5.300000000000000000e+03 2.370000000000000000e+02 1.916666666666666741e+00 -1.041666666666666609e-02
-5.296000000000000000e+03 2.450000000000000000e+02 2.437500000000000000e+00 2.343750000000000000e-01
-5.292000000000000000e+03 2.560000000000000000e+02 2.416666666666666519e+00 -2.395833333333333426e-01
-5.288000000000000000e+03 2.640000000000000000e+02 1.979166666666666741e+00 6.770833333333332871e-02
