333     -2.832500e+03   1.000000e+00    0.000000e+00    6.882680e+05
334     -2.827500e+03   4.874948e+01    3.886694e+00    6.990140e+05
335     -2.822500e+03   2.300220e+03    7.740760e+00    7.348220e+05
336     -2.817500e+03   1.061856e+05    1.157294e+01    7.458800e+05
337     -2.812500e+03   4.821915e+06    1.538868e+01    7.518390e+05
338     -2.807500e+03   2.128429e+08    1.917606e+01    7.336600e+05
339     -2.802500e+03   9.229392e+09    2.294566e+01    7.290690e+05
340     -2.797500e+03   3.889857e+11    2.668681e+01    7.272450e+05
341     -2.792500e+03   1.617562e+13    3.041453e+01    7.384310e+05
342     -2.787500e+03   6.579549e+14    3.412016e+01    7.424400e+05
343     -2.782500e+03   2.652018e+16    3.781668e+01    7.502770e+05
344     -2.777500e+03   1.041842e+18    4.148752e+01    7.564920e+05
345     -2.772500e+03   3.984858e+19    4.513162e+01    7.744960e+05
346     -2.767500e+03   1.507804e+21    4.876494e+01    7.957450e+05
347     -2.762500e+03   5.605892e+22    5.238069e+01    8.060910e+05
348     -2.757500e+03   2.023294e+24    5.596677e+01    8.219370e+05
349     -2.752500e+03   7.275374e+25    5.954912e+01    8.119440e+05
350     -2.747500e+03   2.569165e+27    6.311338e+01    8.302660e+05
351     -2.742500e+03   8.747404e+28    6.664114e+01    8.350370e+05
352     -2.737500e+03   2.981311e+30    7.016992e+01    8.196150e+05
353     -2.732500e+03   9.868126e+31    7.366945e+01    8.065620e+05
354     -2.727500e+03   3.254516e+33    7.716535e+01    8.206490e+05
355     -2.722500e+03   1.044889e+35    8.063439e+01    8.104680e+05
356     -2.717500e+03   3.266370e+36    8.407674e+01    8.058190e+05
357     -2.712500e+03   1.010077e+38    8.750826e+01    8.043150e+05
358     -2.707500e+03   3.102442e+39    9.093301e+01    7.910560e+05
359     -2.702500e+03   9.233077e+40    9.432620e+01    7.862630e+05
360     -2.697500e+03   2.703947e+42    9.770329e+01    7.911450e+05
361     -2.692500e+03   7.685164e+43    1.010505e+02    7.882050e+05
362     -2.687500e+03   2.176708e+45    1.043941e+02    7.768160e+05
363     -2.682500e+03   6.111915e+46    1.077292e+02    7.500480e+05
364     -2.677500e+03   1.672803e+48    1.110386e+02    7.387090e+05
365     -2.672500e+03   4.508327e+49    1.143326e+02    7.442100e+05
366     -2.667500e+03   1.202049e+51    1.176159e+02    7.357730e+05
367     -2.662500e+03   3.133663e+52    1.208766e+02    7.167900e+05
368     -2.657500e+03   8.135262e+53    1.241332e+02    7.274410e+05
369     -2.652500e+03   2.029106e+55    1.273498e+02    7.169290e+05
