1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
2.000000000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
2.999999999999999889e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
4.000000000000000083e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
6.000000000000000472e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00
6.999999999999999278e-02 -3.525721175330026105e-09 9.455655730981582354e-11 -2.832500000000006821e+03 6.971144883553230406e-13
8.000000000000000167e-02 -2.378583303652703762e-07 1.165557313464275073e-08 -2.832500000000537057e+03 2.647102258416411742e-11
8.999999999999999667e-02 1.157605215723131622e-06 2.991034033392381589e-07 -2.832499999996673978e+03 8.547119633356710461e-10
9.999999999999999167e-02 2.927798777818681970e-07 9.936513647524910259e-07 -2.832499999998721250e+03 3.495993259909717461e-09
1.100000000000000006e-01 5.923750356209179289e-07 6.409996834623915775e-08 -2.832499999995087364e+03 1.563304394359718421e-10
1.199999999999999956e-01 -6.725022103637457953e-07 1.394164206829731977e-07 -2.832499999987594492e+03 7.397951165460278858e-11
1.300000000000000044e-01 4.124188431973991440e-07 2.054449186944873606e-07 -2.832499999918957201e+03 5.112409701631825968e-09
1.400000000000000133e-01 2.810550967649537096e-07 1.833924853766382204e-07 -2.832499999687685886e+03 1.662005096913983586e-08
1.500000000000000222e-01 1.179902917808956054e-07 2.761019733789279721e-07 -2.832499998978365966e+03 4.829127156824736126e-08
1.600000000000000033e-01 2.716060407692566514e-07 1.374453339319231066e-07 -2.832499997104956037e+03 1.443096040317691281e-07
1.700000000000000122e-01 2.558156203439904201e-07 3.785615368834892813e-07 -2.832499992745431427e+03 3.625187965673625399e-07
1.800000000000000211e-01 8.960817883044111361e-07 7.795918112848511580e-08 -2.832499983573549798e+03 8.128001532213249427e-07
1.900000000000000022e-01 2.282208548936156933e-06 1.039034615786267934e-07 -2.832499965871861605e+03 1.687639897239505488e-06
2.000000000000000111e-01 4.180204123258591579e-06 1.817194165861430816e-07 -2.832499934104327622e+03 3.258664830544532000e-06
2.100000000000000200e-01 6.564021693403216466e-06 2.439829860676196168e-07 -2.832499880503047279e+03 5.908391617626292374e-06
2.200000000000000011e-01 1.065450343341866750e-05 5.643368076073474461e-07 -2.832499794698216647e+03 1.015273170354203218e-05
2.300000000000000100e-01 1.580984593987014563e-05 7.608388043447153358e-07 -2.832499663501615942e+03 1.663696493690880281e-05
2.400000000000000189e-01 2.295894389842739874e-05 9.820095708048084263e-07 -2.832499470691882834e+03 2.616171161378752830e-05
2.500000000000000000e-01 3.222043961286544489e-05 1.726225748013589903e-06 -2.832499197006954546e+03 3.968473268900434529e-05
2.600000000000000089e-01 4.366192465218214722e-05 2.113501988312332154e-06 -2.832498820195175085e+03 5.827771338424536478e-05
2.700000000000000178e-01 5.787070291257362609e-05 2.731382765351733252e-06 -2.832498315161842584e+03 8.317658887955562395e-05
2.800000000000000266e-01 7.469197901497991827e-05 3.659883325323226785e-06 -2.832497654241210512e+03 1.157247537420320378e-04
2.900000000000000355e-01 9.490541923308340227e-05 4.659869113516970606e-06 -2.832496807457263003e+03 1.573541890361610039e-04
2.999999999999999889e-01 1.183592895459797858e-04 5.765678405849306418e-06 -2.832495742917395546e+03 2.095778892537657732e-04
3.099999999999999978e-01 1.452753676971833504e-04 6.965256357636989968e-06 -2.832494427142210498e+03 2.739563521111190204e-04
3.200000000000000067e-01 1.756107690198405180e-04 8.559659345904274360e-06 -2.832492825451851786e+03 3.520832538502444782e-04
3.300000000000000155e-01 2.095506717241390105e-04 1.016052398684722939e-05 -2.832490902304964493e+03 4.455229809580077025e-04
3.400000000000000244e-01 2.471985807803468976e-04 1.190824992215105584e-05 -2.832488621639468874e+03 5.558251055643197895e-04
3.500000000000000333e-01 2.884330254580291797e-04 1.380885918956345322e-05 -2.832485947177477101e+03 6.844753603193223747e-04
3.600000000000000422e-01 3.331361911949458246e-04 1.590686117121817788e-05 -2.832482842676584369e+03 8.328768556953911441e-04
3.699999999999999956e-01 3.815050695398979562e-04 1.804621956469273439e-05 -2.832479272131764446e+03 1.002315677223128854e-03
3.800000000000000044e-01 4.334603491112838138e-04 2.030220837910553204e-05 -2.832475199975064697e+03 1.193959280923874737e-03
3.900000000000000133e-01 4.888480626546301338e-04 2.269464808468183006e-05 -2.832470591199349201e+03 1.408825553451332558e-03
4.000000000000000222e-01 5.476527006248942901e-04 2.510948403624301545e-05 -2.832465411437492094e+03 1.647761923236458828e-03
4.100000000000000311e-01 6.097912503620258598e-04 2.762993213934842462e-05 -2.832459627024786641e+03 1.911450196439744330e-03
4.200000000000000400e-01 6.751486289266350358e-04 3.015204498049369697e-05 -2.832453205015086951e+03 2.200375656030665629e-03
4.299999999999999933e-01 7.437629715361714165e-04 3.274734975804278293e-05 -2.832446113155482635e+03 2.514841181418931391e-03
4.400000000000000022e-01 8.154296302255859127e-04 3.529362406176922987e-05 -2.832438319869967017e+03 2.854940829929377213e-03
4.500000000000000111e-01 8.901964125717861959e-04 3.783756298160952271e-05 -2.832429794162923827e+03 3.220582115763530751e-03
4.600000000000000200e-01 9.680028079651535828e-04 4.034065264349901434e-05 -2.832420505556928674e+03 3.611471755287066175e-03
4.700000000000000289e-01 1.048804716122344336e-03 4.280953607945257389e-05 -2.832410423982304110e+03 4.027129297311766304e-03
4.800000000000000377e-01 1.132554024378704376e-03 4.519546265776013574e-05 -2.832399519661624254e+03 4.466887314326551880e-03
4.899999999999999911e-01 1.219269966567769221e-03 4.746320074463591677e-05 -2.832387762974785801e+03 4.929906017851142831e-03
5.000000000000000000e-01 1.308975085429847206e-03 4.964808151449059509e-05 -2.832375124324472381e+03 5.415190747341886573e-03
5.100000000000000089e-01 1.401601398277058184e-03 5.177621856394623871e-05 -2.832361573997260166e+03 5.921599925700040540e-03
5.200000000000000178e-01 1.497292314062291475e-03 5.368501456282232778e-05 -2.832347081981824431e+03 6.447843461098672242e-03
5.300000000000000266e-01 1.596058352332165422e-03 5.546787049947789628e-05 -2.832331617838412967e+03 6.992540717951923820e-03
5.400000000000000355e-01 1.697945133054728009e-03 5.710143265597322364e-05 -2.832315150517562415e+03 7.554205856155970372e-03
5.500000000000000444e-01 1.803054623151859655e-03 5.859269004095020585e-05 -2.832297648185477556e+03 8.131280053107802289e-03
5.600000000000000533e-01 1.911536936098186517e-03 5.994121911425034498e-05 -2.832279078046897666e+03 8.722148921050379075e-03
5.700000000000000622e-01 2.023451239078154305e-03 6.113208098227650481e-05 -2.832259406177714027e+03 9.325161806919236504e-03
5.800000000000000711e-01 2.138953787877082881e-03 6.215656318848020536e-05 -2.832238597316204959e+03 9.938655058471494372e-03
5.899999999999999689e-01 2.258244335236169083e-03 6.306088996191927293e-05 -2.832216614672928699e+03 1.056097908972583252e-02
5.999999999999999778e-01 2.381435965265458164e-03 6.380576191820072141e-05 -2.832193419744260609e+03 1.119050253443172951e-02
6.099999999999999867e-01 2.508800200721536013e-03 6.443665703911794147e-05 -2.832168972071564895e+03 1.182565146803236066e-02
6.199999999999999956e-01 2.640536155635985188e-03 6.492189200657653731e-05 -2.832143229049056572e+03 1.246491153775127619e-02
6.300000000000000044e-01 2.776890488505235569e-03 6.530314751055826047e-05 -2.832116145677465738e+03 1.310686206636873727e-02
6.400000000000000133e-01 2.918189175943552982e-03 6.562754432790683190e-05 -2.832087674314650940e+03 1.375018810685456165e-02
6.500000000000000222e-01 3.064677824415045805e-03 6.582860791101003122e-05 -2.832057764439430230e+03 1.439367693756779185e-02
6.600000000000000311e-01 3.216703661505382165e-03 6.604207834626568880e-05 -2.832026362350721683e+03 1.503627948665059791e-02
6.700000000000000400e-01 3.374610977124122176e-03 6.620123731376568305e-05 -2.831993410888290782e+03 1.567706299457817531e-02
6.800000000000000488e-01 3.538812893550764751e-03 6.635216408119806871e-05 -2.831958849106305479e+03 1.631526914861218536e-02
6.900000000000000577e-01 3.709765082677855298e-03 6.654661563931312483e-05 -2.831922611937149213e+03 1.695031159151531158e-02
7.000000000000000666e-01 3.887893091507102581e-03 6.680969476524911959e-05 -2.831884629836696604e+03 1.758177169238876736e-02
7.100000000000000755e-01 4.073726592862198306e-03 6.714422331847863805e-05 -2.831844828364063687e+03 1.820941542378420874e-02
7.199999999999999734e-01 4.267818312700348733e-03 6.760668005102812058e-05 -2.831803127761972064e+03 1.883320586917482109e-02
7.299999999999999822e-01 4.470756482616065376e-03 6.824025823851143666e-05 -2.831759442482744817e+03 1.945330249230756495e-02
7.399999999999999911e-01 4.683238943549617936e-03 6.906414560391323232e-05 -2.831713680657799614e+03 2.007006375974564397e-02
7.500000000000000000e-01 4.905946847796440261e-03 7.012029561084720162e-05 -2.831665743554854089e+03 2.068406567837308835e-02
7.600000000000000089e-01 5.139676736792874248e-03 7.145663532537549446e-05 -2.831615524930280117e+03 2.129610664277768392e-02
7.700000000000000178e-01 5.385284666047392317e-03 7.311297599057931700e-05 -2.831562910353344705e+03 2.190721854549179670e-02
7.800000000000000266e-01 5.643713045305034752e-03 7.512548037163110069e-05 -2.831507776443074363e+03 2.251868906057462316e-02
7.900000000000000355e-01 5.915965884625480967e-03 7.755572315245023302e-05 -2.831449990034970142e+03 2.313208677990970241e-02
8.000000000000000444e-01 6.203182550525525134e-03 8.044377318374150735e-05 -2.831389407235132239e+03 2.374928695359179026e-02
8.100000000000000533e-01 6.506589255378733908e-03 8.384321689602719735e-05 -2.831325872397026160e+03 2.437251313260500526e-02
8.200000000000000622e-01 6.827541236330214418e-03 8.780418715475942447e-05 -2.831259216961361290e+03 2.500439544555923405e-02
8.300000000000000711e-01 7.167517694381414332e-03 9.238728158943454460e-05 -2.831189258173219514e+03 2.564802184045044536e-02
8.400000000000000799e-01 7.528177964476794048e-03 9.763585426919242280e-05 -2.831115797633054171e+03 2.630701608754809975e-02
8.499999999999999778e-01 7.911318908203842509e-03 1.036118351915669148e-04 -2.831038619698897492e+03 2.698562974481222634e-02
8.599999999999999867e-01 8.318944562306116591e-03 1.103721904918103476e-04 -2.830957489664492641e+03 2.768883169353092769e-02
8.699999999999999956e-01 8.753293862622708171e-03 1.179695341191743126e-04 -2.830872151721762748e+03 2.842243124056431994e-02
8.800000000000000044e-01 9.216798555713496058e-03 1.264664281768847545e-04 -2.830782326684412510e+03 2.919319252084196653e-02
8.900000000000000133e-01 9.712224028225746597e-03 1.359137401109773713e-04 -2.830687709367133266e+03 3.000897021985415858e-02
9.000000000000000222e-01 1.024261330403847085e-02 1.463903384106058660e-04 -2.830587965676980275e+03 3.087884102530149763e-02
9.100000000000000311e-01 1.081136893857773812e-02 1.579549432596557396e-04 -2.830482729276177452e+03 3.181324110350230994e-02
9.200000000000000400e-01 1.142229823343233683e-02 1.706841760381843493e-04 -2.830371597802320593e+03 3.282409641496850800e-02
9.300000000000000488e-01 1.207967247674602250e-02 1.846542020846309007e-04 -2.830254128561628931e+03 3.392494359175746155e-02
9.400000000000000577e-01 1.278828433193072468e-02 1.999758138844463513e-04 -2.830129833616880205e+03 3.513105011111505860e-02
9.500000000000000666e-01 1.355352526066252138e-02 2.167409240553749036e-04 -2.829998174165949422e+03 3.645948894097277709e-02
9.600000000000000755e-01 1.438148297074803850e-02 2.350942425413450360e-04 -2.829858554095506406e+03 3.792924062014171871e-02
9.699999999999999734e-01 1.527902835905623272e-02 2.551738424933198230e-04 -2.829710312583983068e+03 3.956125006513198233e-02
9.799999999999999822e-01 1.625396906218255777e-02 2.771789637935368356e-04 -2.829552715568496751e+03 4.137850829819281900e-02
9.899999999999999911e-01 1.731512734548448090e-02 3.013161184587377596e-04 -2.829384945932793926e+03 4.340613559115644171e-02
1.000000000000000000e+00 1.847259079501964094e-02 3.278553341229291916e-04 -2.829206092108104258e+03 4.567150268433679133e-02
1.010000000000000009e+00 1.973784106724499679e-02 3.571129736465923654e-04 -2.829015134918895455e+03 4.820442292159710790e-02
1.020000000000000018e+00 2.112402642019177434e-02 3.894710948896174430e-04 -2.828810932266188956e+03 5.103741933772537598e-02
1.030000000000000027e+00 2.264618576567583794e-02 4.253872969864074698e-04 -2.828592201338361519e+03 5.420611951176033255e-02
1.040000000000000036e+00 2.432162951286771096e-02 4.654270218304527840e-04 -2.828357497827890711e+03 5.774981588647500746e-02
1.050000000000000044e+00 2.617027003427887383e-02 5.102605945088713960e-04 -2.828105191697834016e+03 6.171221168435268856e-02
1.060000000000000053e+00 2.821510028134336517e-02 5.607116762028615869e-04 -2.827833438794689755e+03 6.614241317114591401e-02
1.070000000000000062e+00 3.048268975201121056e-02 6.177731469851714934e-04 -2.827540147611206521e+03 7.109622012841153305e-02
1.080000000000000071e+00 3.300385414169997034e-02 6.826567557746345168e-04 -2.827222940259717689e+03 7.663778700178348890e-02
1.090000000000000080e+00 3.581435027971326818e-02 7.568296768715366716e-04 -2.826879106684549242e+03 8.284170604670233751e-02
1.100000000000000089e+00 3.895577222793862593e-02 8.420896311550349952e-04 -2.826505550844872232e+03 8.979565780886458737e-02
1.110000000000000098e+00 4.247655268362755115e-02 9.405986290767934330e-04 -2.826098727526505627e+03 9.760366320737035029e-02
1.120000000000000107e+00 4.643312338317181348e-02 1.054934764220484414e-03 -2.825654568196700893e+03 1.063900801889261644e-01
1.130000000000000115e+00 5.089133039419688892e-02 1.188179334613054423e-03 -2.825168394122155405e+03 1.163043982847112023e-01
1.140000000000000124e+00 5.592793454518570767e-02 1.343913694696873560e-03 -2.824634814957089020e+03 1.275268036143044070e-01
1.150000000000000133e+00 6.163238600403463108e-02 1.526267504914699232e-03 -2.824047610810824608e+03 1.402744353445624370e-01
1.160000000000000142e+00 6.810871163057410915e-02 1.739877556921758410e-03 -2.823399596082396783e+03 1.548080292627670440e-01
1.169999999999999929e+00 7.547751605190000657e-02 1.989846871437726643e-03 -2.822682463682981506e+03 1.714384204881962137e-01
1.179999999999999938e+00 8.387797421687336052e-02 2.281599978732799707e-03 -2.821886609175945523e+03 1.905320816613886858e-01
1.189999999999999947e+00 9.346961312626159146e-02 2.620711024703725137e-03 -2.821000935949179620e+03 2.125145639158795008e-01
1.199999999999999956e+00 1.044334817493088874e-01 3.012572353137906757e-03 -2.820012645205396439e+03 2.378702891193127666e-01
1.209999999999999964e+00 1.169723418289545513e-01 3.461978552019189144e-03 -2.818907018569587763e+03 2.671369035636615985e-01
1.219999999999999973e+00 1.313090307096300424e-01 3.972542658626065926e-03 -2.817667207354690618e+03 3.008920023424370149e-01
1.229999999999999982e+00 1.476820296740509464e-01 4.545821696433673120e-03 -2.816274051094612332e+03 3.397297018541175495e-01
1.239999999999999991e+00 1.663369900944851321e-01 5.180256050196061987e-03 -2.814705959484101186e+03 3.842244021463335768e-01
1.250000000000000000e+00 1.875125348110497359e-01 5.869833791888203096e-03 -2.812938906288311500e+03 4.348788212933680231e-01
1.260000000000000009e+00 2.114189298332237732e-01 6.602650437907315283e-03 -2.810946599576895096e+03 4.920539578426642024e-01
1.270000000000000018e+00 2.382081572796856395e-01 7.359783999554334218e-03 -2.808700907591480700e+03 5.558803631515976118e-01
1.280000000000000027e+00 2.679353677449682891e-01 8.115382941971734099e-03 -2.806172627371879571e+03 6.261544171799348080e-01
1.290000000000000036e+00 3.005134023956116396e-01 8.839215765153755552e-03 -2.803332676300217372e+03 7.022309682808237641e-01
1.300000000000000044e+00 3.356654346268899691e-01 9.503368039207406304e-03 -2.800153753481974491e+03 7.829355106607172043e-01
1.310000000000000053e+00 3.728846532768500532e-01 1.009374986596290637e-02 -2.796612448670534832e+03 8.665318326667657001e-01
1.320000000000000062e+00 4.114136251487481855e-01 1.062415933064076758e-02 -2.792691667595945546e+03 9.507885582285099391e-01
1.330000000000000071e+00 4.502575310490795069e-01 1.114467971195031749e-02 -2.788383105782248549e+03 1.033178580379292333e+00
1.340000000000000080e+00 4.882422729447871146e-01 1.173070224806528790e-02 -2.783689372090067991e+03 1.111209113910684332e+00
1.350000000000000089e+00 5.241196553104278122e-01 1.244506433653190004e-02 -2.778625292055115551e+03 1.182819355656210325e+00
1.360000000000000098e+00 5.567076220565080336e-01 1.329093043467555885e-02 -2.773217967886632778e+03 1.246723020123484016e+00
1.370000000000000107e+00 5.850390714071572740e-01 1.419468231001454368e-02 -2.767505366289955873e+03 1.302560871670456644e+00
1.380000000000000115e+00 6.084848353175147384e-01 1.503744175570380717e-02 -2.761533517997798299e+03 1.350797586706665498e+00
1.390000000000000124e+00 6.268201944756921495e-01 1.570937342435404713e-02 -2.755352749551550914e+03 1.392423795879798254e+00
1.400000000000000133e+00 6.402201575400516820e-01 1.614574607764433789e-02 -2.749013602703874312e+03 1.428615780268966517e+00
1.410000000000000142e+00 6.491904242816701753e-01 1.632506876269943299e-02 -2.742563136767802462e+03 1.460474593621564399e+00
1.419999999999999929e+00 6.544581401019409217e-01 1.624079555120320345e-02 -2.736042147194097197e+03 1.488836040933788851e+00
1.429999999999999938e+00 6.568529055170054809e-01 1.587780784003234649e-02 -2.729483549898429828e+03 1.514050389056499579e+00
1.439999999999999947e+00 6.572029972335764469e-01 1.522136998787692284e-02 -2.722911895707688018e+03 1.535691050465518792e+00
1.449999999999999956e+00 6.562598899063764035e-01 1.430209353558941493e-02 -2.716343786641899442e+03 1.552320558912854143e+00
1.459999999999999964e+00 6.546524421403753236e-01 1.325611169281437456e-02 -2.709788896101265891e+03 1.561548061417083355e+00
1.469999999999999973e+00 6.528653037491511935e-01 1.236166839949493119e-02 -2.703251320071657119e+03 1.560532269943450512e+00
1.479999999999999982e+00 6.512344215936483049e-01 1.198299009664848848e-02 -2.696731053327121572e+03 1.546868806809656327e+00
1.489999999999999991e+00 6.499543538174918922e-01 1.235979527468819388e-02 -2.690225448213398522e+03 1.519612230515122064e+00
1.500000000000000000e+00 6.490944701146541540e-01 1.339564353629149780e-02 -2.683730554265085175e+03 1.480122873679577067e+00
1.510000000000000009e+00 6.486226464771626121e-01 1.472302810142055336e-02 -2.677242257229080678e+03 1.432470821069473654e+00
1.520000000000000018e+00 6.484347691670503400e-01 1.593352734953296795e-02 -2.670757150470962188e+03 1.383190409436127144e+00
1.530000000000000027e+00 6.483873615445866490e-01 1.671633476716986172e-02 -2.664273092845982319e+03 1.340236346885281149e+00
1.540000000000000036e+00 6.483294788358782146e-01 1.688992653813312095e-02 -2.657789440419454877e+03 1.311153519760043462e+00
1.550000000000000044e+00 6.481295789137064833e-01 1.639421338101447467e-02 -2.651306980977673447e+03 1.300892104656328874e+00
1.560000000000000053e+00 6.476938715653878242e-01 1.527515827474078096e-02 -2.644827640073902330e+03 1.310225902495402384e+00
1.570000000000000062e+00 6.469743441698300179e-01 1.367184214296451351e-02 -2.638354054588905456e+03 1.335703384636466984e+00
1.580000000000000071e+00 6.459668537978178193e-01 1.181325219755085393e-02 -2.631889116933153673e+03 1.371137165993543405e+00
1.590000000000000080e+00 6.447015961262526629e-01 1.003196818845980900e-02 -2.625435579035091905e+03 1.409680849213535536e+00
1.600000000000000089e+00 6.432294949172137066e-01 8.773383885658892628e-03 -2.618995775182234865e+03 1.445508489537811192e+00
1.610000000000000098e+00 6.416081922132712556e-01 8.467354189569118936e-03 -2.612571485884184312e+03 1.474721204688113740e+00
1.620000000000000107e+00 6.398906577647680560e-01 9.177726208039534150e-03 -2.606163930739846364e+03 1.495591295915214225e+00
1.630000000000000115e+00 6.381181457519929934e-01 1.052971384486619914e-02 -2.599773854359359575e+03 1.508380338462381731e+00
1.640000000000000124e+00 6.363178205982719104e-01 1.207667315960912931e-02 -2.593401659096773983e+03 1.514904391168667042e+00
1.650000000000000133e+00 6.345042499308914952e-01 1.351040503175730823e-02 -2.587047541102356263e+03 1.517940545060123103e+00
1.660000000000000142e+00 6.326831945003766888e-01 1.465461281201111549e-02 -2.580711598558767037e+03 1.520542687655337843e+00
1.670000000000000151e+00 6.308560283381277056e-01 1.542325800663594225e-02 -2.574393897502987784e+03 1.525360123336880092e+00
1.679999999999999938e+00 6.290233858010255696e-01 1.579391432401205247e-02 -2.568094496405034988e+03 1.534092299877683141e+00
1.689999999999999947e+00 6.271872795440139869e-01 1.579194324458326609e-02 -2.561813441546866670e+03 1.547212932341586411e+00
1.699999999999999956e+00 6.253515979180848117e-01 1.547822122054392374e-02 -2.555550749526320033e+03 1.564025874692571483e+00
1.709999999999999964e+00 6.235214176893263405e-01 1.493683034102364499e-02 -2.549306391245937448e+03 1.583000006854359265e+00
1.719999999999999973e+00 6.217018687032324076e-01 1.426168580227621906e-02 -2.543080285624892895e+03 1.602239965471532024e+00
1.729999999999999982e+00 6.198972278516255985e-01 1.354262485374787238e-02 -2.536872304035433444e+03 1.619932987198032137e+00
1.739999999999999991e+00 6.181106914017623355e-01 1.285273249519914250e-02 -2.530682280634946437e+03 1.634661287868802937e+00
1.750000000000000000e+00 6.163449177022187753e-01 1.223970058835038843e-02 -2.524510021048850831e+03 1.645540702230557928e+00
1.760000000000000009e+00 6.146031502012192504e-01 1.172426249250550778e-02 -2.518355302454500816e+03 1.652203966983295302e+00
1.770000000000000018e+00 6.128904949352271814e-01 1.130686557555160392e-02 -2.512217861321885721e+03 1.654678910613087917e+00
1.780000000000000027e+00 6.112149598163739705e-01 1.098018563470406703e-02 -2.506097369201911988e+03 1.653222138633150928e+00
1.790000000000000036e+00 6.095879262566038514e-01 1.074220686123327113e-02 -2.499993400798223774e+03 1.648164528292070052e+00
1.800000000000000044e+00 6.080238981905715656e-01 1.060436021776717946e-02 -2.493905400899323467e+03 1.639811226016263390e+00
1.810000000000000053e+00 6.065396002946453757e-01 1.059124155740201988e-02 -2.487832657153476703e+03 1.628418827809323899e+00
1.820000000000000062e+00 6.051525961625521255e-01 1.073161486133184309e-02 -2.481774284488975354e+03 1.614250035815636197e+00
