1.000000000000000021e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999889e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000083e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000472e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.999999999999999278e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000167e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.999999999999999667e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999167e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000006e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.199999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.832500000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000044e-01 -4.959706018662311102e-10 0.000000000000000000e+00 -2.832500000000002728e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000133e-01 -6.224655983399370868e-09 0.000000000000000000e+00 -2.832500000000042746e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000222e-01 -5.803174442715113591e-08 0.000000000000000000e+00 -2.832500000000460204e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000033e-01 -4.095636541023850441e-07 0.000000000000000000e+00 -2.832500000003695277e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000122e-01 -2.606414181138404790e-07 0.000000000000000000e+00 -2.832500000002618435e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000211e-01 -6.401405474286019394e-08 0.000000000000000000e+00 -2.832500000000522050e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000022e-01 6.173559338102049683e-08 0.000000000000000000e+00 -2.832499999998306521e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000111e-01 -7.287599146366119385e-08 0.000000000000000000e+00 -2.832499999997650320e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000200e-01 -1.121388406169657602e-08 0.000000000000000000e+00 -2.832499999989061507e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000011e-01 1.476454155996811084e-07 0.000000000000000000e+00 -2.832499999964679319e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000100e-01 -1.889053161743683476e-08 0.000000000000000000e+00 -2.832499999912250132e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000189e-01 1.903067135976420251e-08 0.000000000000000000e+00 -2.832499999781656697e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 1.500546932220459027e-07 0.000000000000000000e+00 -2.832499999495174961e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000089e-01 1.361577071734434061e-07 0.000000000000000000e+00 -2.832499998914430307e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000000178e-01 1.395450820648130317e-07 0.000000000000000000e+00 -2.832499997790018369e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000266e-01 1.870128991348402463e-07 0.000000000000000000e+00 -2.832499995720039351e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000355e-01 3.851976746186063871e-07 0.000000000000000000e+00 -2.832499992075635419e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.999999999999999889e-01 8.251828451951345584e-07 0.000000000000000000e+00 -2.832499985915499565e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.099999999999999978e-01 1.128518742651646467e-06 0.000000000000000000e+00 -2.832499975894559611e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000067e-01 2.014639903791248798e-06 0.000000000000000000e+00 -2.832499960086700412e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000155e-01 2.855636843089339267e-06 0.000000000000000000e+00 -2.832499935922879104e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000244e-01 4.255854134741125926e-06 0.000000000000000000e+00 -2.832499899942058619e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000333e-01 6.247646346384164485e-06 0.000000000000000000e+00 -2.832499847682775453e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000422e-01 8.757536609967546818e-06 0.000000000000000000e+00 -2.832499773487604671e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.699999999999999956e-01 1.201585038592991293e-05 0.000000000000000000e+00 -2.832499670298809633e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000044e-01 1.629588124535750524e-05 0.000000000000000000e+00 -2.832499529481144236e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000133e-01 2.164204459806400843e-05 0.000000000000000000e+00 -2.832499340652865158e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000222e-01 2.842064714059233665e-05 0.000000000000000000e+00 -2.832499091482611220e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000311e-01 3.663763727445391903e-05 0.000000000000000000e+00 -2.832498767561792647e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000400e-01 4.670108603039024875e-05 0.000000000000000000e+00 -2.832498352213446651e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.299999999999999933e-01 5.881964410879342211e-05 0.000000000000000000e+00 -2.832497826394142066e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
